name;left_elbow;left_shoulder;left_knee;right_elbow;right_shoulder;right_knee;body1;body2;body3;body4
00018.jpg;66.51903587395132;30.01088099524371;87.4900062110941;19.378423413096996;175.6499843268601;176.55441815853146;81.20473959407173;83.008118943869;94.57861669562674;101.20852476643259
00020.jpg;168.48435699753804;154.24302783180391;161.85128084311842;175.08196835298787;20.769649482826203;27.45303951666567;81.13765271678247;82.73689654441154;95.73143217230944;100.39401856649657
00021.jpg;92.64676626959084;11.713942135990427;170.93347417877658;2.1289327464137386;176.12983627109378;79.24155528089634;104.77949319055969;73.82174241970128;90.97316746645538;90.4255969232836
00028.jpg;103.66742620093265;95.73626676443702;121.57937420347515;95.9072016586639;179.8625129545695;85.02119937987453;73.82380314720768;81.50315755581614;92.90497258393285;111.7680667130433
00030.jpg;166.95393837469257;29.384753674234773;167.65084496872734;29.495742058780003;167.38661554130394;159.79068934251816;136.12970531435246;42.949828536860245;37.51808898035782;143.40237716842944
00033.jpg;149.74592055871216;161.55378566216112;169.08243946679522;163.92735792131762;177.73465747062153;21.29997555851886;78.62418968763471;83.661623259762;91.71881062573655;105.9953764268667
00041.jpg;133.14933431082892;4.957519818658824;76.40877374881016;56.884267544303405;175.1446120043023;115.11304971651415;68.00766258424333;71.2953034895193;66.47053313320276;154.22650079303457
00043.jpg;34.09400595947546;41.24126510839777;116.50012464649713;78.44062946348383;46.5504715105634;33.75808872821796;120.4008487918413;57.23188539488268;91.78490591739546;90.58235989588056
00049.jpg;148.91902726059425;23.438929413571998;130.52994340681798;42.873081151236;59.75299882970779;30.144013370291418;23.480287899403493;150.65599539876564;172.23691781226273;13.626798889568146
00054.jpg;155.77137169051107;6.448167253760566;163.40639365193758;9.274509008617255;8.983057919120537;9.522051489994416;74.79601747889797;75.70350122936856;107.76860492934418;101.73187636238927
00065.jpg;173.94611246823317;66.95796720770406;175.1313686323289;72.87388822994336;176.3383253835229;170.83959331058946;97.43572029640731;80.00011953720507;90.22673909069374;92.33742107569388
00080.jpg;66.2370297450842;7.447326721305509;16.04431963120165;46.693020761463806;157.72078517900368;155.64436924590882;88.21028160184107;83.47977264916125;100.59905401735463;87.71089173164306
00085.jpg;178.9588326727308;5.750049090051365;174.8149972743103;0.9830354439965086;164.61511529792799;168.25029705791502;137.51105679447252;42.18107527607748;78.91976314585055;101.3881047835995
00088.jpg;80.92410320734469;31.958943900929214;50.76813921650296;20.74229409524836;173.24579712841478;136.05078547936233;63.56652972689284;93.31857127524445;65.5351720165014;137.57972698136132
00114.jpg;57.12463517405721;159.9069765950613;38.21463224632601;104.07054601788538;13.164362287381987;11.232796821866941;81.50177606141207;81.60859410985215;78.06759793975576;118.82203188898002
00137.jpg;156.36398261271546;49.58853239084879;143.10647838392356;49.05789740920698;175.3891730086699;168.59555905856152;69.74430037202623;108.33238597823659;130.15301429330987;51.77029935642734
00146.jpg;140.7093239994726;147.19290059045017;155.19613695843992;178.40242772789586;43.61462240311399;46.57401156881487;67.49788256199284;104.85690356387559;108.39275025226463;79.25246362186698
00151.jpg;74.84373230625113;61.593409578745515;94.56255398877684;77.5980000566949;155.93977852120184;61.126987603738826;99.09413458157326;77.1744830157298;15.707407255960497;168.0239751467365
00159.jpg;;;;;;;;;;
00170.jpg;173.22455822047905;63.09799666088952;149.7415241381438;5.994491690515399;179.74269651314015;66.23849216361833;72.8277482033629;99.88614366628883;77.7919082113006;109.49419991904763
00173.jpg;54.22404698939249;151.21284557116076;48.871090930709876;125.67734260314927;179.29192944022296;17.6052552361165;74.30614425455911;88.67626852275644;99.31747462722196;97.70011259546249
00176.jpg;94.21380815203308;6.766815755129189;99.19779176617598;3.1582117438568895;176.80356359373758;174.4186578784835;100.90942330642557;83.28139744196704;99.98348850639394;75.82569074521346
00182.jpg;175.97586979674097;121.51339809008981;157.1551459932303;87.46985229969424;170.38346115514878;174.94228883511832;67.53687507316913;81.48626004942402;54.41866754070492;156.558197336702
00210.jpg;;;;;;;;;;
00218.jpg;174.69033567147673;173.13294258576386;179.20461921859604;86.44892250812227;178.49720429121987;106.28440095526418;53.120178235073254;99.04261006028294;56.71957300097563;151.11763870366818
00221.jpg;157.28551131709813;26.987634831012727;161.2130704962302;33.73663207220188;178.26542232829462;168.96132385470386;92.4798200544392;83.8294697109469;116.08724214285903;67.60346809175489
00226.jpg;;;;;;;;;;
00228.jpg;148.1760339948657;79.45398697602405;169.6564953874353;101.33516172891918;73.40838994480224;83.60156680099941;60.443343415825666;112.89222166664476;120.21615986360966;66.44827505391993
00230.jpg;126.47372597006566;107.90827877189234;133.79574831392995;101.85272610919401;179.17743973744697;164.39702465772768;114.40268471315443;62.62007501793448;37.68415607870674;145.29308419020433
00232.jpg;130.12181297890837;9.918700103995034;137.70246191595626;13.703022855833721;165.42870011569957;164.8848531424192;154.4034523058542;24.899430745063245;6.0312010727930465;174.66591587628955
00241.jpg;145.7138459575939;12.64787601825328;88.70565700089404;33.90876976730754;16.816464346861967;18.040180624137545;91.92759459872502;74.57030229257737;104.17532831870912;89.32677478998845
00254.jpg;147.30159127252494;28.630643852091893;168.18923271287647;10.263432595055884;178.2140331232975;175.38717903652721;57.911589860140566;122.22124250381671;91.23691633557412;88.63025130046859
00258.jpg;174.83731184156852;48.723702537453775;166.65178849477542;34.35222801146564;172.94412230135845;179.669905234439;80.08798160628635;82.85613514570184;102.08463714378661;94.9712461042252
00259.jpg;176.3799584127241;155.7421895455548;176.25142880709544;108.81725002944854;174.69553044563094;178.66718515499429;45.84789020537966;72.93212008046012;74.33275651455136;166.88723319960886
00266.jpg;172.14857150136638;168.67126381116785;164.5089772696648;164.53073390340958;18.287819951274457;37.4088807220656;104.27040136191681;69.66906935217956;49.721315181341936;136.3392141045618
00267.jpg;167.69677762327683;128.8545015447064;145.9092741650566;119.0702188419668;143.2006700260895;138.0346666037093;40.34283423854987;132.7379243171376;154.3250479884911;32.594193455821426
00277.jpg;128.42269262307434;6.289191281464482;140.7887103558722;12.523049965717052;171.14318379747834;170.65905452761695;178.7280022151785;1.0289269121183668;63.51309004391638;114.18598525914373
00282.jpg;176.34738297331896;84.2058698838623;176.10982036146214;80.56306475485997;69.56248090743316;73.50645179573537;46.39118328657474;131.97384304294297;73.97560098630363;107.65937268417866
00300.jpg;171.58381458498093;88.91134019859498;154.79702945845733;97.25996979585727;174.51134028069583;173.30264629591935;32.78329558019067;145.53670321100898;116.5253783222802;65.15462288652014
00301.jpg;128.7572468353728;5.848990303534778;153.67418222868372;177.65422588923738;152.66605855118837;166.9483004259875;121.47142309901665;56.609930361810314;87.67332748564132;94.24531905353167
00302.jpg;151.44555945458922;163.2601443352808;165.2788686070901;176.86476992354733;153.54792804289588;142.0680132251551;125.2664874941517;38.38814772992643;58.83612674498539;137.50923803093644
00322.jpg;158.49990832049377;65.30523917657905;149.15515971905228;54.68123662874633;64.94043200816917;173.00483457751886;5.015966035380927;177.74927861150195;24.559941057891855;152.6748142952252
00333.jpg;172.74057111166402;160.95257545594217;176.16156412629246;165.32673247291828;179.46759436962395;178.55359025116508;150.5753113719576;28.644081400407885;72.56366617811753;108.216941049517
00338.jpg;66.01085365081457;45.32169234527734;66.48389012040742;40.060695868200305;32.456389005443256;29.806587816608058;175.28837876178963;5.133040273108145;8.422255527216983;171.15632543788522
00347.jpg;172.87031472274683;22.54022350472395;165.42850859525703;55.307159175037995;179.74475881572596;175.37827968235786;64.05558497869208;97.3975835143708;73.99545851399375;124.55137299294337
00362.jpg;178.83928266913978;92.51343391348072;175.66002214631047;105.47903311277787;167.34316908145536;126.21558953058812;86.73609954972346;78.69587639286591;90.86243273379486;103.70559132361579
00363.jpg;133.73545794287134;106.11413859696808;136.33659637764885;97.56727074946912;171.49555862815512;42.04739230208834;63.80676972550847;117.0469446462184;31.729958354236643;147.4163272740365
00368.jpg;169.80494179448195;9.178211140769596;102.78747349803368;24.291921533045638;177.45407030406875;179.99334147486246;84.11580262905801;89.32343840167204;96.71360384303034;89.84715512623963
00374.jpg;178.90681639087762;86.20204749504876;176.34755517437867;88.63197687025803;171.50282589060723;174.18658937791244;6.244585514962304;173.78142849070562;171.49744045604567;8.476545538286421
00376.jpg;154.67509901555889;170.55366806674027;160.4600568751613;175.75336224303126;178.84319048601992;37.91955684983091;84.34370509267006;83.9900888072474;99.84586406966534;91.82034203041715
00377.jpg;176.8712978644088;97.10983904060276;165.71751223510688;156.66370110840995;179.51154873981545;162.7324576481356;99.05641411102837;50.2966186559664;86.51727031437954;124.12969691862567
00387.jpg;100.17167295891659;81.47901709917772;86.26764335332476;104.56564673172358;87.07259910447559;143.64714438195048;83.52652361238104;85.14935920269366;96.64504919522233;94.67906798970292
00391.jpg;48.787108232309;8.396327069240355;63.43840159794168;5.052896392487494;167.32466037364242;174.57961870569423;27.000126310957263;142.5823434145436;92.0797476047264;77.50272212077448
00398.jpg;171.1091827406458;84.90668128683231;160.58167613637463;108.49921712842888;103.4526242087581;115.86051473956404;106.19913169427224;62.36724927209514;96.43763474867681;94.99598428495582
00406.jpg;178.2323269023199;96.54686061621345;176.6717391215327;91.31601575029316;179.86770739637387;170.98930781762698;174.03101528797737;5.873969260532375;6.025975726449994;174.06903972504026
00410.jpg;64.22196662500814;160.29134447370643;70.08622643510063;159.32799324919395;137.88075790316827;113.85817533608045;96.58768971455868;84.6571723843507;112.08628557447524;66.66885232661537
00416.jpg;162.9013888404898;51.594078689669715;165.61870520392299;62.58539152849305;96.57840557496968;94.31400727212156;111.41088813032889;65.8879751743099;99.76162915090572;82.93950754445551
00428.jpg;166.07878956870277;163.0960528067837;164.7008925980871;170.63174704748323;175.3179927305299;179.09116939052166;62.512427069710235;113.46288128367274;102.53613429867688;81.48855734794016
00430.jpg;7.073235586975741;131.74869670400096;110.77771648071652;127.8255939325569;171.20198367234684;171.89617759910635;13.36544730824634;164.24590409018947;86.18057151785388;91.43077988058191
00433.jpg;70.6943390168649;95.19564910617845;57.27220820586973;66.60047014060726;129.69154375912646;144.59213108705725;89.47404382634545;71.79935398639398;76.98283778918471;121.74376439807587
00450.jpg;148.4684377275275;4.292004413271923;156.13112047916044;74.41871062000227;100.15647877408664;149.95117131296828;103.54188159137749;47.12129801055863;115.56149412508529;93.77532627297856
00451.jpg;93.04255207809676;21.731651134206288;116.56625065501768;31.03494488307348;30.101020792769273;43.74781543322035;123.89573244285735;52.36891968663684;57.370247907145924;126.3650999633599
00460.jpg;170.31380081839748;158.56033324691035;160.68139740470437;155.78479162006695;175.44949674905155;165.8927368006864;22.36582684333456;143.97738062395777;102.59241490577045;63.75079256152189
00468.jpg;177.96286209725227;8.96729311799112;173.27546787531313;3.0060997634030304;67.45788498658266;60.9399354193946;74.96531325219075;88.50080735844908;101.70646775401889;94.82741163534125
00489.jpg;177.52743787058876;139.5734837633417;174.27983479307014;155.3545688373547;114.03120427470083;152.31728564948583;128.36182083188606;41.80500239411481;66.30387927724973;123.52929749674935
00491.jpg;154.260467254243;162.58758670445897;157.0434304207588;167.11579873598845;129.9289126278756;133.35657262509824;30.564457381673535;146.68569383453018;156.88261956783694;25.86722921595937
00499.jpg;175.56364015259996;88.04585490718121;171.38327566692965;81.66394088550496;179.0793772743278;179.34741984817023;128.65665273382746;51.56880814518193;61.56804324184527;118.20649587914532
00501.jpg;158.15944642688518;28.271065981394848;174.98537526299705;137.026260402392;178.2785403706219;175.5284879035078;91.84200826168451;67.15197039441915;67.31055975457362;133.6954615893227
00502.jpg;47.026991291686436;162.1065423157443;9.175401302836148;59.69038575422513;72.55345273622778;137.77680691510798;74.07382463779307;81.17762877736735;101.8805256604112;102.86802092442836
00510.jpg;177.82615725067703;88.99770562638658;178.03123184348658;113.32124709179696;174.40204594266586;172.6659307851566;74.92137108470988;60.7901320701512;27.566920245239544;163.27842340010062
00518.jpg;169.4548115424039;26.97185773288409;176.27240690760883;25.855608751379144;168.46196970039142;172.63396873369274;116.2180621829375;65.54988548584979;45.281427272525306;132.95062505868745
00520.jpg;171.20763554520855;89.71004496112698;177.32646671653453;100.41382527203666;115.78489075557384;119.39000525331403;12.976964650972942;164.23538700878234;170.87664991465985;6.335701745095414
00536.jpg;154.24145149756535;69.35347053403984;146.21812567400517;62.31503439754613;119.44162362218998;118.10390164016047;117.5555092444958;61.38554627454089;38.10490815603459;142.95403632492872
00551.jpg;160.51996494796475;106.61471529968169;162.63890156107126;89.56215976672709;166.46812921861869;16.676484007530583;92.53879654459213;78.68853106451829;105.17471561605927;83.59795677483031
00564.jpg;168.89583861897341;174.75641602519048;159.33624034629278;169.72654224040437;55.08202014578379;38.07348884405401;67.76040205402523;101.03009012980439;125.95667537785438;65.25283243831599
00568.jpg;;;;;;;;;;
00574.jpg;172.05502735359386;179.43295133972356;171.9313420228034;179.58125221774728;178.212310680983;179.08187408232186;11.272982283176622;168.6543327613838;168.44584293769253;11.626842017747046
00588.jpg;177.40028988254454;9.526922844702968;121.0714581149057;9.288012302362938;33.276634295772915;2.6302824415168695;102.7806165995205;70.42718879722031;80.09881568714749;106.69337891611175
00594.jpg;159.53013036021082;152.83954065552012;170.0801304124028;141.19611360753217;170.2754488476847;176.39087690866938;5.867680272037717;171.51163979060985;82.3952318220858;83.24872769648631
00595.jpg;45.99587337415587;90.21512038620087;48.34422103618452;73.74429524208755;44.10846819165381;108.22709433627467;69.8281879066169;81.60779616981458;122.19595719427022;86.36805872929828
00598.jpg;175.90601257703779;125.64725829127003;168.6435415901943;62.56339610187588;49.35492000011803;179.3189573908934;57.214944542149766;105.41740585236371;112.74405617646497;84.62359342902154
00599.jpg;160.35287459256932;11.673092760143255;156.98641916920727;0.6556492722597618;41.863815324683124;97.30793602513053;86.35293070821376;84.60991389464643;104.21228666455008;84.82486873258965
00602.jpg;173.20229603967826;75.71607912997064;43.72290904133059;147.38890083165956;158.25409417729983;94.03754349149436;109.94390353880073;54.3358262851887;97.83174361827547;97.88852655773508
00603.jpg;128.64029845665803;34.30415476197232;144.56158674405987;40.177406706817834;160.13770745317157;178.17626302867976;36.87416104464909;139.27761075860613;144.18535409084046;39.662874105904315
